recording_id,user_id,segment_start,segment_end,disfluency_type,transcription_snippet,audio_url,audio_segment_path
767869,288667,442.44,454.35,repetition,जी ऐसा कौन सा साधारण दैनिक अभ्यास है जो जीवन की आप आपाधापी में आपको स्थिर से संतुलन में लाता है,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,470.73,485.04,filler,जी जैसे अ मेरा जैसे की कोई आ आ क्या बोलूं जैसे मेरा सिर दर्द होता है तो मैं चाय पीने पी लेता हूँ तो इससे मेरा मेरा सिर है ना दुखता है वो बंद हो जाता है।,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,470.73,485.04,repetition,जी जैसे अ मेरा जैसे की कोई आ आ क्या बोलूं जैसे मेरा सिर दर्द होता है तो मैं चाय पीने पी लेता हूँ तो इससे मेरा मेरा सिर है ना दुखता है वो बंद हो जाता है।,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,583.11,592.32,filler,सबसे पहले तो जल्दी उठना उसके बाद इधर जल्दी उठना और उधर दे रात तक जो सोता हूँ उसको कम करना जी,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,583.11,592.32,repetition,सबसे पहले तो जल्दी उठना उसके बाद इधर जल्दी उठना और उधर दे रात तक जो सोता हूँ उसको कम करना जी,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,606.87,621.54,filler,जी बस यह स्किन टाइमिंग जो है ना मोबाइल की वो थोड़ी कम करना है तो जैसे कि मैं तुम ऐसे अभी मेरी दिन चर्या हम फोन बहुत कम चलाता हूं क्योंकि मुझे ऐसा लगता है मन से फील होता है अंदर से कि ये,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,621.54,635.16,filler,फोन में कोई रख कुछ चीज़ें रखी नहीं है बाकी इतना है जो जो ज्ञान की चीजें हैं उसके लिए ज्यादा उपयोग करता हूं उससे ज्यादा उपयोग नहीं करता हूं ये आलतु फालतु चीजें अब नहीं चलाता हूं जी आपकी दिन,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,680.07,693.45,filler,"जी ये बात तो आपने सही बोली हैं कि मन से अभी जैसे जैसे उम्र बढ़ती जाती हैं वैसे वैसे अपने को मन में फील होने लगता हैं कि हां मुझे मेरा ये काम करना था, करना चाहिए अभी, अभी टाइम है ये चीजें होती है",https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,680.07,693.45,repetition,"जी ये बात तो आपने सही बोली हैं कि मन से अभी जैसे जैसे उम्र बढ़ती जाती हैं वैसे वैसे अपने को मन में फील होने लगता हैं कि हां मुझे मेरा ये काम करना था, करना चाहिए अभी, अभी टाइम है ये चीजें होती है",https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,694.41,706.35,repetition,मन से अपनी अपनी दिनचर्या बन जाती है पहले दिनचर्या कोई सैटल नही था जो अभी जैसे मै कालेज लाइफ मे अभी भी कोलेज चल रहाँ है मेरा तो पहले फस्ट ईयर कुछ नही करना बस कालेज जाना आना पड़ना लिखना नहीं कुछ नही।,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,734.88,749.1,repetition,जी बस में यही कहना चाहूंगा कि जो अपनी दिनचर्या उसको और मॉडिफाई करो उसके बाद अपडेट करो जिसे कि टाईमिंग देर रात तक सोने के लिए ए ज्यादा टाइमिंग नहीं उसके बाद टाईमिंग कम करो उधर से इधर से सोने जल्दी उठने की अ.,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,783.69,796.71,filler,कई बार यह होता है पर अह जो मन से अपन सोचते हैं ना कि यार आज नहीं कल कर लेंगे दिनचर्या बनाने के बाद ऐसा सोचते हैं कि आज नहीं कल कर लेंगे अह कल कल कभी होता ही नहीं है बट जो है आज करना है ।,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
767869,288667,783.69,796.71,repetition,कई बार यह होता है पर अह जो मन से अपन सोचते हैं ना कि यार आज नहीं कल कर लेंगे दिनचर्या बनाने के बाद ऐसा सोचते हैं कि आज नहीं कल कर लेंगे अह कल कल कभी होता ही नहीं है बट जो है आज करना है ।,https://storage.googleapis.com/upload_goai/902397/767869_audio.wav,
886193,219333,13.58,27.41,repetition,समय के प्रति लगाव के हम उन्होंने ही मुझे सिखाया कि हमें समय समय की कदर करनी चाहिए क्योंकि अगर आज हमारा वो बचपन में एक ही बात कहते थे कि आज तुम जितना मौज मस्ती कर लोगी वो ठीक है अगर तुम आज पढ़ लिख लोगी या कुछ कर,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,27.41,42.26,repetition,पढ़ लोगी तो बाद के पचास साल तुम्हारे अच्छे होंगे अभी के अच्छे कर लो या फिर बाद के अच्छे कर लो ये तुम्हारे ऊपर निर्भर करता है तो वो मुझे समय का ऐसे वो करते थे प परिवार के लिए उन्होंने बहुत सारे सेक्रीफियस किए खुद के लिए कुछ नहीं करना बस अपने बच्चों,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,175.25,186.98,repetition,उनके बारे में आपको पता ही होगा जी मतलब ये कीतने छोटे से नॉर्मल फैमिली से उठके इतना मतलब खुद्को इतना मतलब वो बड़ा बनाना मतलब सिर्फ वैज्ञानिक के रूप में नहीं मतलब बल्कि,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,290.09,294.59,filler,हा हम्म हा,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,530.03,544.7,filler,हा तो मतलब मुझे कभी भी ऐसा लो फील होता है ना मतलब मे मुझे ऐसा लगता है मैं कर नहीं पा रही हूं या सफल होने वाली हूं तो मतलब मैं ज़्यादा निराश नहीं होती हूं मतलब मैं इंटरनेट पे कोई नोवल वगैरह,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,544.7,558.71,filler,जी मोटिवेशनल पढ़ने लगती हअ मोटिवेशनल स्पीकर को सुनने लगती हूँ जैसे एक बुक है ए पी जे अब्दुल कलाम की है विंग्स ऑफ फायर आपने नाम सुनने होगी विंग्स ऑफ फायर तो हाँ तो उसमें हाँ मैंने पढ़ा है ।,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,585.62,591.35,filler,सीखो नई चीज सीखोगे। हाँ अब वो गलती दोबारा नहीं करोगे। हां हम्म,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,685.52,696.95,repetition,जी हां मोटिवेट हो हां पर आपको समझ भी आ आएगा आपको क्या करना हां हां हां बिल्कुल बिल्कुल,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,732.92,746.66,repetition,"हां तो मतलब यही है कि मतलब मतलब कि मैं ये मानती हुं कि रोल मॉडल लिख देना का वो मतलब होता है कि हां उन्हें प्रेरणा लेना चाहिए हमें ,लेकिन हर इंसान को जो है ना जीवन अलग होता हैं ऐसा नहीं होता है कि",https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,801.68,813.62,filler,"जैसे मैं ही हूँ, आप ही हो, हाँ तो जैसे मैं ही हूँ आप ही हो आप सोचे कि हम एपीजे अब्दुल कलाम जैसा सब कुछ करेंगे, तो हम भी साइंटिस्ट बन जाएंगे। हाँ",https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,899.48,914.33,filler,हाँ हाँ नहीं मैं भांग की बात नहीं कर रही हूँ भांग की बात नहीं कर रही हु एक और कुछ चीज होती है जिसका मैं नाम भूल रही हूँ हा शायद वो गांजा होता है हा गांजा तो हां तो वो भी लो,https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
886193,219333,914.33,929.18,filler,"होते है हां हां हां हां हां हां तो वो चीज मै कह रही हूँ, भांग तो प्रसाद होता है वो तो हमारे में नहीं नहीं भांग वगैरह तो ऐसे लड्डू वगैरह बनते हैं तो तो प्रसाद होते हों तो मैं जानती हूं।",https://storage.googleapis.com/upload_goai/1032369/886193_audio.wav,
888331,232674,19.97,21.44,filler,हाँ बिल्कुल हम्म,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,70.91,73.94,filler,ठीक है अभी इस लाइन पर मैं बोलना चाहूँगा,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,75.95,90.62,filler,तो मैं अपना आदर्श के रूप में अपने मां को मानता हूँ क्योंकि मेरे मां ने कभी भी मेरे डिसीजन पे मतलब अह कुछ नहीं बोला,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,119.3,133.76,filler,ग्रेजुएशन कंप्लीट किया पर अ अभी जॉब ढूंढ रहा हूं तो मम्मी को अभी भरोसा है कि मैं कुछ कर लूंगा तो इसीलिए मैं मम्मी को अपने आदर्श के रूप में मानता हूं हा बिल्कुल हा,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,119.3,133.76,repetition,ग्रेजुएशन कंप्लीट किया पर अ अभी जॉब ढूंढ रहा हूं तो मम्मी को अभी भरोसा है कि मैं कुछ कर लूंगा तो इसीलिए मैं मम्मी को अपने आदर्श के रूप में मानता हूं हा बिल्कुल हा,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,175.91,178.4,filler,हा हम्म।,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,213.89,215.45,filler,हम्म हम्म,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,220.28,234.29,filler,नही नही लाइन शायद हां ये लाइन शायद ऐसा था कि उह आप जो नीद में जो सपना आता है वो सपना नहीं होता है जो आप बैठे बैठे सोचते हो रात को वो ही आपका सपना होता है जिसको पूरा करोगे हां हां,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,246.62,261.14,filler,और ऊ उनमें एक चीज़ अच्छा है जो मतलब अपने छोटे से जो स्ट्रागल किया लाइफ में इतना कुछ फेस किया उसके बाद भी मतलब जब बड़े बन गए कुछ फेमस हो गए नाम उनके बन गए उसके बाद भी उनके ऊपर उनके अंदर मतलब इगो नहीं है कुछ भी नहीं है,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,261.65,272.57,filler,हां सबके साथ मतलब नॉर्मल हमारी तरह ही बात करना वही चीज़ अच्छा लगता है किसी पे बिल्कुल बिल्कुल,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,276.23,290.48,repetition,ऐसा व्यक्ति तो बहुत है पर पर मैं बोलना चाहूंगा कि मैं अपना मतलब आज के सफर में मैं अपना पापा से सबसे ज्यादा,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,290.57,304.31,filler,उम्मीद करता हूँ क्यंकि मेरे पापा ऐसे थे मतलब हर काम मैं मतलब व कल मैनेज कर लेते हैं। कभी मतलब सिचुएशन आता हे तो फेस नहीं करेंगे ऐसा नहीं ते कोई बी सिचुएशन आए,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,290.57,304.31,repetition,उम्मीद करता हूँ क्यंकि मेरे पापा ऐसे थे मतलब हर काम मैं मतलब व कल मैनेज कर लेते हैं। कभी मतलब सिचुएशन आता हे तो फेस नहीं करेंगे ऐसा नहीं ते कोई बी सिचुएशन आए,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,319.49,334.22,repetition,बिल्कुल हां बिल्कुल और और कभी हार मानना नहीं चाहिए क्योंकि सिचुएशन बुरा भी आएगा अच्छा भी आएगा और हां बस एक बुरा आने से उसके लिए ज्यादा सोचना भी नहीं चाहिए क्योंकि अच्छा भी आएगा दो दिन बाद,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,343.7,357.53,repetition,बिल्कुल बिल्कुल और हमारे यूथ में एक प्रॉब्लम है की हम ज्यादा ओवर थिंक करते है फिर हम पास्ट मे फसे रहते है क्यू हुआ कैसे हुआ ऐसे फ्यूचर मे क्या करना है कैसे ठीक होगा आगे क्यू नही सोचते,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,434.3,439.22,filler,वही वहीं हम्म उमम हम्म,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,451.79,459.38,repetition,और हां अगर अगर आपके हां,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,515.72,529.31,filler,"दूसरा लाइन है, उह कब ऐसा हुआ जब उनके उदाहरण का अनुसरण करने से अपने जीवन में अपने जीवन में कोई परिणाम वास्तव में बदल गया।",https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,539.36,539.72,filler,हम्म हम्म,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,563.81,567.02,filler,बहुत हाँ हा वही हूँ,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,578.0,590.0,filler,और वही बात है हां हां बिल्कुल और वही बात है ना आप जितना बार फेल होगे उतना सीखोगे आपको और अच्छे से करना आएगा वो चीज ज़्यादा से ज़्यादा फेल होना चाहिए।,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,578.0,590.0,repetition,और वही बात है हां हां बिल्कुल और वही बात है ना आप जितना बार फेल होगे उतना सीखोगे आपको और अच्छे से करना आएगा वो चीज ज़्यादा से ज़्यादा फेल होना चाहिए।,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,590.21,604.82,filler,हां औरऔर इस एज में जैसे की एटीन से ट्वेंटी या फिर ट्वेंटी वन ट्वेंटी टू इस ऐज में तो ज़्यादा करके फेल होना चाहिए हर चीज में जाना चाहिए आपको फेल होके सीखना चाहिए कहां पर गलती हो रही है क्या नहीं करना है तो,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,604.85,619.64,filler,में इस लाइन पे बताना चाहता हूँ हाँ हाँ हाँ बिलकुल हाँ में इस लाइन पे बताना चाहता हूँ उर्दाहरण जैसे आह जब मैं कुछ करके जब फेल हो जाता हूँ तो ऐसा लगता है ना कि आह मैं और कर नई पाऊंगा शायद मुझसे,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,645.71,660.5,repetition,हू वही आ आ आप जिसको मतलब इंस्पीरेशन मानते हैं जिससे आप सीखे तो उनके सिचुएशन अपने सिचुएशन में रिलेट करके देखना वो क्या करते हैं आप आपके जगह होने से तो खुद ही खुद मतलब आप मोटिवेट हो जाओगे,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,764.9,779.3,repetition,हां ऐसा नहीं होता है। और और हां और ऐसा होता है ना आप जिसे इंस्पिरेशन मानते हो तो सबके लाइफ़ में कुछ कुछ प्रॉब्लम होती है। किसी किसी की डिसएडवांटेज भी होते हैं। तो,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,808.25,822.83,filler,हम्म गलती सब की हो सकती है मतलब आप हाँ वहीं हाँ हाँ हो सकता हो सकता कुछ कुछ उनके लाइफ में भी उन्होंने गलती किया होगा पर हम वो देखने से तो नहीं होगा कि आप,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,870.2,881.0,filler,हां हां वही वही चीज़ मतलब पत्तों में रहता है तो उसको थोड़ा मसल के उसको दूध में देते है पीने के लिए थोड़ा नशा हो जाता है वो पीने से हा।,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,952.4,954.89,filler,हां हम्म,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,991.28,1004.51,filler,हम्म अच्छी बात है आप अपने इंस्पिरेशन को मान कर चलो आह लाइफ में शायद कुछ प्रोग्रेस होगा बिल्कुल हां,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
888331,232674,1028.27,1030.64,filler,ओके धन्यवा,https://storage.googleapis.com/upload_goai/1032369/888331_audio.wav,
615351,270265,1.67,10.34,repetition,"तो सर एक्चुली अ आप चाहें तो आप पहले डिस्क्राइब सकते हैं, बीकोस सर फिर बाद में मेरे को थोड़ सा टाइम चाहिए , डेट्स वाई.",https://storage.googleapis.com/upload_goai/741178/615351_audio.wav,
615351,270265,317.45,326.06,filler,और वो उनके उनके ऊपर एक बार आप ध्यान देतो अहह उन्होंने कुछ कुछ सोच समझ के ही किताबें लिखी होगी तो सर किताब आती है थिंक रिच और ग्रो रिच,https://storage.googleapis.com/upload_goai/741178/615351_audio.wav,
615351,270265,346.4,359.45,filler,"बट सर एक्चुली इस किताब के पीछे है ना बहुत ज़्यादा,आ मतलब म कोई ऐसी कहानी है जिन्होने ने वो सोच समझ के लिखी है, सोचिये और अमीर बनि अमीर बनिये इस किताब का मतलब हिंदी में ये है",https://storage.googleapis.com/upload_goai/741178/615351_audio.wav,
615351,270265,359.45,374.12,filler,और सर अ इसके बारे में मतलब होता है कि अ यह नेपोलियन हिल द्वारा लिखी गई किताब है जो सफलता और धन प्राप्त करने की अह केंद्रित है और पुस्तक में हर सफलता के थर्टीन तरीकों,https://storage.googleapis.com/upload_goai/741178/615351_audio.wav,
615351,270265,374.45,388.01,filler,वह प्रस्तुत करते हैं जो व्यक्तिगत विकास और धन आ संचय के लिए आवश्यक है जैसे कि सफलता एए सफलता की ठाटी संग्दित इच्छा इसके अंदर इसने आ मतलब लोग मनोबल होते हैं सब जो है,https://storage.googleapis.com/upload_goai/741178/615351_audio.wav,
615319,266660,7.46,14.99,filler,हाँ हां तो ठीक है मैं मै अपनी जो घटना है मैं बताता हूँ देखिए जेसे,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,24.62,39.53,filler,हां तो इसके बाद है हमारे पास एक है म मैंने जो अ अ किताबों में पढ़ा था और हमारे दस्वी कच्छा में एक मीरा बाई के रिलेटेड में मै पढ़ा था ।,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,24.62,39.53,repetition,हां तो इसके बाद है हमारे पास एक है म मैंने जो अ अ किताबों में पढ़ा था और हमारे दस्वी कच्छा में एक मीरा बाई के रिलेटेड में मै पढ़ा था ।,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,106.19,120.89,filler,अ हाँ और वो उह उनका एक बहुत अच्छा एक दोहा लाइन रहा है मेरे तो गिरिधर गोपाल दूसरे ना कोई ये अपने आप में एक उह छोटा सा लाइन है लेकिन इसकी व्याख्या काफी,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,121.01,125.51,repetition,"अ हा लंबी हो सकती है, बड़ी हो सकती है, उतना हमारे पास समय भी नहीं है आ",https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,149.36,164.27,filler,एक संसार में रहते हुए हर कार्य को इन्होंने काफी अच्छे से किया है और इनकी जो जीवन में अह जो समस्याएं आई तो ये कभी उस समस्याएं को खुद से,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,202.31,217.25,filler,जी हांजी हां और दूसरी चीज की दूसरी चीज यह भी थी इनकी कि यह इनको किसी चीज से डर नहीं लगता था इनके अंदर से जो डर था वो बिल्कुल भी चला गया था समझे,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
615319,266660,217.34,229.79,filler,तो ये बिलकुल किसी भी कार्य को करती थी तो बिलकुल आह डर इनके अंदर था ही नहीं और इन्होंने जो विष का प्याला जो था जी हाँ,https://storage.googleapis.com/upload_goai/741178/615319_audio.wav,
738845,362711,1.1,7.37,repetition,जलने या ज्यादा पक जाने वाली डिस पर हसी मजाक करना हैना इन सारी ची,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,10.52,15.98,repetition,अच्छा ठीक है पहले इसी पे बात करते हैं फिर वो रेस्पीज जिन में सब कुछ गलत हो गया उनके बारे में,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,18.2,26.39,filler,जी तो पहले तो मैं आपसे जानना चाहूँगा कि आप खाना बना लेते हैं,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,246.89,261.23,filler,हाँ जी मैं तो बना लेता हूँ और मैं दरसअल शाकाहारी हूं तो इसलिए मैंने उसके बारे में भी आपसे बात करी कि आप भी बना लेते हैं तो आपको भी अनुभव है और आपसे अनुभव सीखना चाहिए लेना चाहिए इसलिए,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,283.49,297.98,filler,"ये हसी मज़ाक हसी मज़ाक होता होता ही है क्या होता है कि जैसे कई बार अब अ ,अगर आप खाना बनाएंगे और",https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,298.55,312.77,repetition,उसमें कुछ गलतियां निकली है अगर कोई है साथ में तो थोड़ा बहुत तो हंसी मज़ाक होगा ही उसमें के ऐसा बन गया ये हो गया आप भी हँसेंगे थोड़ा सा कोई भी और भी हँसेगा तो ये ये बातें वों तो होती ही हैं,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,329.27,335.78,repetition,ये तो होता है हसी मजाक तो होती है जी आप आप से हुआ है ऐसा,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,479.84,490.88,repetition,जरूरी चीजें भूल जाना इस इसमें जो इनका ये जो टॉपिक है सर इसमें इनका कहने का मतलब ये है कि जैसे बात तो हम कर रहे हैं खाना की ही,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,491.84,505.91,filler,"और खाने में हम ज़रूरी चीज़ें क्या भूल सकते हैं, खाने में हम ज़रूरी चीज़ें कई बार मसाला डालना भूल जाते हैं, कई बार नमक डालना भूल जाते हैं, अब जैसे मेरी आपसे बात हो रही है अभी, हम बातचीत कर रहे हैं फोन कौल पे, है ना",https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,575.3,586.85,repetition,हां उन्हें ज्यादा दिक्कतें नहीं होती है ये बात तोह है जी मैं सहमत हूं आपकी बात से सर हम नेक्स्ट जी जी।,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,592.25,602.93,repetition,हां किसी गलती को तुरन्त ठीक करने तरीके सोचना जी सर क्या होता है कि हमसे जैसे भी कोई गलतीयां होती हैं तो हम उस हां,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,617.12,631.85,filler,"कि हमें रिकवर करना है या नहीं करना है, अग अगर हम रिकवर करते हैं, तो अच्छा होता है, और जितनी जल्दी से जल्दी कर दें, तो अच्छा होता है, ये मैं अपने पर्सनल अनुभव से बता रहा हूँ, सर कि अगर हमसे कोई गलती हुई,",https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,617.12,631.85,repetition,"कि हमें रिकवर करना है या नहीं करना है, अग अगर हम रिकवर करते हैं, तो अच्छा होता है, और जितनी जल्दी से जल्दी कर दें, तो अच्छा होता है, ये मैं अपने पर्सनल अनुभव से बता रहा हूँ, सर कि अगर हमसे कोई गलती हुई,",https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,636.8,651.65,filler,अं जैसे सर मान लीजिए अं आपसे आपसे कोई बड़ा है या छोटा भी है अब आपने उसे कुछ बोला और ऐसा कुछ बोला कि फिर आपको पछतावा हो गया,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,667.7,679.4,filler,आपने सुने होंगी ये दो सब्द अगर हम इसमें रहेंगे इगो या एटिट्यूड में तो वो फिर रिले रिलेशनस खराब होने लगते हैं सर मिसअंडरस्टैंडिंग बढ़ने लगती हैं तो,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,667.7,679.4,repetition,आपने सुने होंगी ये दो सब्द अगर हम इसमें रहेंगे इगो या एटिट्यूड में तो वो फिर रिले रिलेशनस खराब होने लगते हैं सर मिसअंडरस्टैंडिंग बढ़ने लगती हैं तो,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,745.13,756.14,repetition,जी सर दरअसल दरअसल क्या है क्या है सर कि ये मेरी फर्स्ट कॉल है तो मुझे ऐसे कई अनुभव अभी मिलेंगे इसलिए थोड़ा सा जी,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,895.22,908.54,repetition,साल दो एक एक दो साल से बना रहा हु पर उसमें पता नहीं क्या होता है मेरे से मतलब जो मुलायम मुलायम नहीं बन पाती रोटी सर कड़क ही रहती है वो और वो ऐसी बनती इतनी कड़क बनती है सर की,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
738845,362711,1052.18,1065.83,filler,जैसे अपना ये ये मतलब रोटी सब्जी दाल चावल इतना तो बना ही लेता हूँ कम से कम और जो ये स्नेक्स फूड ऐसे कुछ नाश्ते वाले होते हैं वो भी थोड़ा बहुत बना लेता हूँ तो ये सर कई बार गलतियांं हुईं,https://storage.googleapis.com/upload_goai/870590/738845_audio.wav,
739630,224142,27.44,34.28,filler,"जी, खाना तो बना लेता हूँ, लेकिन वैसा सबकुछ गलत हमारे साथ कभी नहीं हुआ, सबकुछ गलत हो जाएं जी",https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,43.25,57.35,filler,सर हा हम जर्नली जो जर्नली जो आम तौर ज़्यादा यूज होता है खाते हैं हम लोग वो ही सब बनाते हैं चिकन चिकन बनाते हैं और क्या बोलते हैं वो अंडा करी बनाते हैं और दाल चावल सब्जी,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,103.19,107.72,repetition,हां जी हां गर्म मसाले का फरक होता है थोड़ा सा बस और कुछ नहीं,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,111.89,123.53,repetition,देखिए इसका गरम मसाला एक मीट मसाला होता है अलग से आप ने गर्म मसाला ही जैसा होता है मीट मसाला अगर मीट मसाला सलाद डाल दिए तब वो गरम मसाला की जरूरत नहीं पड़ेगी यही नॉरमल चीज डाला जाता है,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,140.15,153.59,repetition,नहीं नहीं कुछ भी कुछ भी नहीं होता है आप मीट मीट मसाला सब्जी सब्जी में भी डाल सकते हैं ऐसा कुछ नही टेस्ट बढ़ाने के लिए ये गर्म मसाला के जैसा होता है और बेचने का एक प्रकार है जिससे कि अलग अलग लोग वैरायटी का खरीद सके,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,159.2,173.6,filler,तो मैं बताना चाहूंगा कि सब कुछ गलत मेरे साथ नहीं हुआ है बस थोड़ा मोड़ा गलत हुआ है कभी नमक ज्यादा पड़ गया कुछ बना रहे हैं अंदाज नहीं आया और खास कर वो होता है कि ज़्यादा तार समय पर खाना बनाता हूं तो वो वो कभी कवार,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,173.78,188.48,filler,कभी कभार ओ रेशियों टाइमिंग गड़बड़ा जाता है जिससे कि थोड़ा सा स्वाद में अंतर आ जाता है ज्यादा कुछ नहीं हुआ है बस कभी थोड़ा सा ज्यादा नमक जी जी हा,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,173.78,188.48,repetition,कभी कभार ओ रेशियों टाइमिंग गड़बड़ा जाता है जिससे कि थोड़ा सा स्वाद में अंतर आ जाता है ज्यादा कुछ नहीं हुआ है बस कभी थोड़ा सा ज्यादा नमक जी जी हा,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
739630,224142,189.32,203.6,filler,हुं जी जी हम ये भी देखते है कि घर के अंदर जिसे खाना बनाती है हम जहां तक देखे हैं और हमसे ज्यादा तो उन लोगों से भी गलती हो जाती है जो की घर डेली खाना बनाना,https://storage.googleapis.com/upload_goai/870590/739630_audio.wav,
